optical_event_id,segment_id,run_id,event_type,involved_track_ids,support_start_sar_frame,support_end_sar_frame,event_uncertainty_state,competing_interpretations_json,observable_evidence,event_is_hard_label,manual_reference_used
TERGOE_24830C513B209DD59031,TERGS_BC5EA4947C3E28B93EB6,R01ZF,RELATIVE_ORDER_OVERLAP_UNCERTAINTY,R01ZF_REUSED_R01ZF_PERSON001;R01ZF_REUSED_R01ZF_PERSON002,16,90,UNCERTAINTY_STATE,"[""angular overlap"", ""possible occlusion"", ""projection ambiguity"", ""grouping ambiguity""]",raw angular support intervals overlap,False,False
TERGOE_0B69A119D7F587C3E6CB,TERGS_BC5EA4947C3E28B93EB6,R01ZF,RELATIVE_ORDER_STABLE,R01ZF_REUSED_R01ZF_PERSON001;R01ZF_REUSED_R01ZF_PERSON003,16,90,DEFINITE_INTERVAL_ORDER,"[""A_RIGHT_OF_B""]",raw optical angular intervals remain disjoint with stable order,False,False
TERGOE_DA2994F0D5B641502EBB,TERGS_BC5EA4947C3E28B93EB6,R01ZF,RELATIVE_ORDER_STABLE,R01ZF_REUSED_R01ZF_PERSON002;R01ZF_REUSED_R01ZF_PERSON003,16,90,DEFINITE_INTERVAL_ORDER,"[""A_RIGHT_OF_B""]",raw optical angular intervals remain disjoint with stable order,False,False
TERGOE_D5EAA6C2DAE98EF7FF26,TERGS_BC5EA4947C3E28B93EB6,R01ZF,OPTICAL_BOUNDARY_OR_TRUNCATION_STATE,R01ZF_REUSED_R01ZF_PERSON002,81,90,UNCERTAINTY_STATE,"[""partial visibility"", ""fan/common-FoV clipping"", ""bbox truncation""]",runtime-visible shell interval touches an observable boundary,False,False
TERGOE_2CBE3FD0AB843B181F66,TERGS_BC5EA4947C3E28B93EB6,R01ZF,OPTICAL_BOUNDARY_OR_TRUNCATION_STATE,R01ZF_REUSED_R01ZF_PERSON001,85,90,UNCERTAINTY_STATE,"[""partial visibility"", ""fan/common-FoV clipping"", ""bbox truncation""]",runtime-visible shell interval touches an observable boundary,False,False
TERGOE_ADA58CA5575F74BD6061,TERGS_BC5EA4947C3E28B93EB6,R01ZF,OBSERVATION_DEATH_HYPOTHESIS,R01ZF_REUSED_R01ZF_PERSON002,89,90,SET_VALUED,"[""scene exit"", ""detector loss"", ""fragment end""]",last runtime-visible observation of fragment,False,False
TERGOE_9C08A02488321A1667FB,TERGS_BDFB23ADB9531057AE1C,R01ZF,OBSERVATION_BIRTH_HYPOTHESIS,R01ZF_REUSED_R01ZF_PERSON003,16,17,SET_VALUED,"[""scene entry"", ""detector birth"", ""fragment start""]",first runtime-visible observation of fragment,False,False
TERGOE_ADF49B91761829D14536,TERGS_BDFB23ADB9531057AE1C,R01ZF,OBSERVATION_PRESENCE_INTERVAL,R01ZF_REUSED_R01ZF_PERSON002,16,90,INTERVAL_OBSERVATION,"[""continuous presence"", ""detector-supported fragment presence""]",runtime-visible shell presence in 75 SAR frames,False,False
TERGOE_B6276F2D1148321A4CF4,TERGS_BDFB23ADB9531057AE1C,R01ZF,OBSERVATION_PRESENCE_INTERVAL,R01ZF_REUSED_R01ZF_PERSON003,16,90,INTERVAL_OBSERVATION,"[""continuous presence"", ""detector-supported fragment presence""]",runtime-visible shell presence in 75 SAR frames,False,False
TERGOE_B1CD5B867EEE25DCCF3B,TERGS_BDFB23ADB9531057AE1C,R01ZF,PAIR_GAP_APPROACH_TENDENCY_DESCRIPTOR,R01ZF_REUSED_R01ZF_PERSON002;R01ZF_REUSED_R01ZF_PERSON003,16,90,CONTINUOUS_SIGN_DESCRIPTOR_NO_FITTED_THRESHOLD,"[""angular support gap trend"", ""camera projection trend"", ""bbox deformation""]",endpoint interval gap changes from 26.6563 to 22.3057 deg,False,False
TERGOE_FC0E85EC55BA98C4F476,TERGS_BDFB23ADB9531057AE1C,R01ZF,RELATIVE_ORDER_STABLE,R01ZF_REUSED_R01ZF_PERSON002;R01ZF_REUSED_R01ZF_PERSON003,16,90,DEFINITE_INTERVAL_ORDER,"[""A_RIGHT_OF_B""]",raw optical angular intervals remain disjoint with stable order,False,False
TERGOE_E2A5100C5EAC82975C23,TERGS_BDFB23ADB9531057AE1C,R01ZF,OPTICAL_BOUNDARY_OR_TRUNCATION_STATE,R01ZF_REUSED_R01ZF_PERSON002,81,90,UNCERTAINTY_STATE,"[""partial visibility"", ""fan/common-FoV clipping"", ""bbox truncation""]",runtime-visible shell interval touches an observable boundary,False,False
TERGOE_C439D480323607EAFF9C,TERGS_BDFB23ADB9531057AE1C,R01ZF,OBSERVATION_DEATH_HYPOTHESIS,R01ZF_REUSED_R01ZF_PERSON002,89,90,SET_VALUED,"[""scene exit"", ""detector loss"", ""fragment end""]",last runtime-visible observation of fragment,False,False
TERGOE_E21D96E665B99F96A254,TERGS_D939CE55686A60BC97A8,R01ZF,OBSERVATION_PRESENCE_INTERVAL,R01ZF_REUSED_R01ZF_PERSON001,22,29,INTERVAL_OBSERVATION,"[""continuous presence"", ""detector-supported fragment presence""]",runtime-visible shell presence in 8 SAR frames,False,False
TERGOE_CF78A4B77E88A48B2242,TERGS_D939CE55686A60BC97A8,R01ZF,OBSERVATION_PRESENCE_INTERVAL,R01ZF_REUSED_R01ZF_PERSON002,22,29,INTERVAL_OBSERVATION,"[""continuous presence"", ""detector-supported fragment presence""]",runtime-visible shell presence in 8 SAR frames,False,False
TERGOE_A8AB107964B223168D71,TERGS_D939CE55686A60BC97A8,R01ZF,OBSERVATION_PRESENCE_INTERVAL,R01ZF_REUSED_R01ZF_PERSON003,22,29,INTERVAL_OBSERVATION,"[""continuous presence"", ""detector-supported fragment presence""]",runtime-visible shell presence in 8 SAR frames,False,False
TERGOE_9922296159ACA9A00352,TERGS_D939CE55686A60BC97A8,R01ZF,PAIR_GAP_APPROACH_TENDENCY_DESCRIPTOR,R01ZF_REUSED_R01ZF_PERSON001;R01ZF_REUSED_R01ZF_PERSON003,22,29,CONTINUOUS_SIGN_DESCRIPTOR_NO_FITTED_THRESHOLD,"[""angular support gap trend"", ""camera projection trend"", ""bbox deformation""]",endpoint interval gap changes from 21.7049 to 21.5452 deg,False,False
TERGOE_3ED7780FCD925E267D12,TERGS_D939CE55686A60BC97A8,R01ZF,PAIR_GAP_APPROACH_TENDENCY_DESCRIPTOR,R01ZF_REUSED_R01ZF_PERSON002;R01ZF_REUSED_R01ZF_PERSON003,22,29,CONTINUOUS_SIGN_DESCRIPTOR_NO_FITTED_THRESHOLD,"[""angular support gap trend"", ""camera projection trend"", ""bbox deformation""]",endpoint interval gap changes from 26.9128 to 26.4238 deg,False,False
TERGOE_4CD75533B0A85B844FC1,TERGS_D939CE55686A60BC97A8,R01ZF,PAIR_GAP_STABLE_DESCRIPTOR,R01ZF_REUSED_R01ZF_PERSON001;R01ZF_REUSED_R01ZF_PERSON002,22,29,CONTINUOUS_SIGN_DESCRIPTOR_NO_FITTED_THRESHOLD,"[""angular support gap trend"", ""camera projection trend"", ""bbox deformation""]",endpoint interval gap changes from 0.0000 to 0.0000 deg,False,False
TERGOE_6BC252D427DA668A8685,TERGS_D939CE55686A60BC97A8,R01ZF,RELATIVE_ORDER_OVERLAP_UNCERTAINTY,R01ZF_REUSED_R01ZF_PERSON001;R01ZF_REUSED_R01ZF_PERSON002,22,29,UNCERTAINTY_STATE,"[""angular overlap"", ""possible occlusion"", ""projection ambiguity"", ""grouping ambiguity""]",raw angular support intervals overlap,False,False
TERGOE_19E97A179DB6A15E6C63,TERGS_D939CE55686A60BC97A8,R01ZF,RELATIVE_ORDER_STABLE,R01ZF_REUSED_R01ZF_PERSON001;R01ZF_REUSED_R01ZF_PERSON003,22,29,DEFINITE_INTERVAL_ORDER,"[""A_RIGHT_OF_B""]",raw optical angular intervals remain disjoint with stable order,False,False
TERGOE_25790025A595242F7B02,TERGS_D939CE55686A60BC97A8,R01ZF,RELATIVE_ORDER_STABLE,R01ZF_REUSED_R01ZF_PERSON002;R01ZF_REUSED_R01ZF_PERSON003,22,29,DEFINITE_INTERVAL_ORDER,"[""A_RIGHT_OF_B""]",raw optical angular intervals remain disjoint with stable order,False,False
TERGOE_F99668DF5DCFEBB34118,TERGS_E766DA8C46F860D1BA2F,R01ZF,OBSERVATION_BIRTH_HYPOTHESIS,R01ZF_REUSED_R01ZF_PERSON001,0,1,SET_VALUED,"[""scene entry"", ""detector birth"", ""fragment start""]",first runtime-visible observation of fragment,False,False
TERGOE_00909C098F466623CE98,TERGS_E766DA8C46F860D1BA2F,R01ZF,OBSERVATION_BIRTH_HYPOTHESIS,R01ZF_REUSED_R01ZF_PERSON002,0,1,SET_VALUED,"[""scene entry"", ""detector birth"", ""fragment start""]",first runtime-visible observation of fragment,False,False
TERGOE_8A4E18D25D1F8DB6B635,TERGS_E766DA8C46F860D1BA2F,R01ZF,OBSERVATION_PRESENCE_INTERVAL,R01ZF_REUSED_R01ZF_PERSON001,0,15,INTERVAL_OBSERVATION,"[""continuous presence"", ""detector-supported fragment presence""]",runtime-visible shell presence in 16 SAR frames,False,False
TERGOE_85557E906806CF498DC3,TERGS_E766DA8C46F860D1BA2F,R01ZF,OBSERVATION_PRESENCE_INTERVAL,R01ZF_REUSED_R01ZF_PERSON002,0,15,INTERVAL_OBSERVATION,"[""continuous presence"", ""detector-supported fragment presence""]",runtime-visible shell presence in 16 SAR frames,False,False
TERGOE_86B9BB59C8729424F58E,TERGS_E766DA8C46F860D1BA2F,R01ZF,PAIR_GAP_STABLE_DESCRIPTOR,R01ZF_REUSED_R01ZF_PERSON001;R01ZF_REUSED_R01ZF_PERSON002,0,15,CONTINUOUS_SIGN_DESCRIPTOR_NO_FITTED_THRESHOLD,"[""angular support gap trend"", ""camera projection trend"", ""bbox deformation""]",endpoint interval gap changes from 0.0000 to 0.0000 deg,False,False
TERGOE_F16903CE5F637CBDF452,TERGS_E766DA8C46F860D1BA2F,R01ZF,RELATIVE_ORDER_OVERLAP_UNCERTAINTY,R01ZF_REUSED_R01ZF_PERSON001;R01ZF_REUSED_R01ZF_PERSON002,0,15,UNCERTAINTY_STATE,"[""angular overlap"", ""possible occlusion"", ""projection ambiguity"", ""grouping ambiguity""]",raw angular support intervals overlap,False,False
TERGOE_83A053CF70E8ECB29743,TERGS_F01D7DE8D068D8533122,R01ZF,OBSERVATION_PRESENCE_INTERVAL,R01ZF_REUSED_R01ZF_PERSON001,36,43,INTERVAL_OBSERVATION,"[""continuous presence"", ""detector-supported fragment presence""]",runtime-visible shell presence in 8 SAR frames,False,False
TERGOE_01A8C9CCBF9E198EF06A,TERGS_F01D7DE8D068D8533122,R01ZF,OBSERVATION_PRESENCE_INTERVAL,R01ZF_REUSED_R01ZF_PERSON002,36,43,INTERVAL_OBSERVATION,"[""continuous presence"", ""detector-supported fragment presence""]",runtime-visible shell presence in 8 SAR frames,False,False
TERGOE_774B98985EFEF2A74055,TERGS_F01D7DE8D068D8533122,R01ZF,OBSERVATION_PRESENCE_INTERVAL,R01ZF_REUSED_R01ZF_PERSON003,36,43,INTERVAL_OBSERVATION,"[""continuous presence"", ""detector-supported fragment presence""]",runtime-visible shell presence in 8 SAR frames,False,False
TERGOE_1EFC9363569B00A7AC18,TERGS_F01D7DE8D068D8533122,R01ZF,PAIR_GAP_SEPARATION_TENDENCY_DESCRIPTOR,R01ZF_REUSED_R01ZF_PERSON001;R01ZF_REUSED_R01ZF_PERSON003,36,43,CONTINUOUS_SIGN_DESCRIPTOR_NO_FITTED_THRESHOLD,"[""angular support gap trend"", ""camera projection trend"", ""bbox deformation""]",endpoint interval gap changes from 21.9466 to 22.1511 deg,False,False
TERGOE_C233EC294EB3FC3D5305,TERGS_F01D7DE8D068D8533122,R01ZF,PAIR_GAP_SEPARATION_TENDENCY_DESCRIPTOR,R01ZF_REUSED_R01ZF_PERSON002;R01ZF_REUSED_R01ZF_PERSON003,36,43,CONTINUOUS_SIGN_DESCRIPTOR_NO_FITTED_THRESHOLD,"[""angular support gap trend"", ""camera projection trend"", ""bbox deformation""]",endpoint interval gap changes from 26.3055 to 26.4154 deg,False,False
TERGOE_A97BDE806ABAB80B47F7,TERGS_F01D7DE8D068D8533122,R01ZF,PAIR_GAP_STABLE_DESCRIPTOR,R01ZF_REUSED_R01ZF_PERSON001;R01ZF_REUSED_R01ZF_PERSON002,36,43,CONTINUOUS_SIGN_DESCRIPTOR_NO_FITTED_THRESHOLD,"[""angular support gap trend"", ""camera projection trend"", ""bbox deformation""]",endpoint interval gap changes from 0.0000 to 0.0000 deg,False,False
TERGOE_622E50417B129B29BB9C,TERGS_F01D7DE8D068D8533122,R01ZF,RELATIVE_ORDER_OVERLAP_UNCERTAINTY,R01ZF_REUSED_R01ZF_PERSON001;R01ZF_REUSED_R01ZF_PERSON002,36,43,UNCERTAINTY_STATE,"[""angular overlap"", ""possible occlusion"", ""projection ambiguity"", ""grouping ambiguity""]",raw angular support intervals overlap,False,False
TERGOE_FF7A53167F94535FD3A6,TERGS_F01D7DE8D068D8533122,R01ZF,RELATIVE_ORDER_STABLE,R01ZF_REUSED_R01ZF_PERSON001;R01ZF_REUSED_R01ZF_PERSON003,36,43,DEFINITE_INTERVAL_ORDER,"[""A_RIGHT_OF_B""]",raw optical angular intervals remain disjoint with stable order,False,False
TERGOE_14B16E6BD3425C64F785,TERGS_F01D7DE8D068D8533122,R01ZF,RELATIVE_ORDER_STABLE,R01ZF_REUSED_R01ZF_PERSON002;R01ZF_REUSED_R01ZF_PERSON003,36,43,DEFINITE_INTERVAL_ORDER,"[""A_RIGHT_OF_B""]",raw optical angular intervals remain disjoint with stable order,False,False
TERGOE_FFEF89636BD18D37F133,TERGS_190792243168018C6692,R02ZF,OBSERVATION_BIRTH_HYPOTHESIS,R02ZF_REUSED_R02ZF_PERSON018,472,473,SET_VALUED,"[""scene entry"", ""detector birth"", ""fragment start""]",first runtime-visible observation of fragment,False,False
TERGOE_1F5D166D770BD98DC9EE,TERGS_190792243168018C6692,R02ZF,OBSERVATION_PRESENCE_INTERVAL,R02ZF_REUSED_R02ZF_PERSON018,472,494,INTERVAL_OBSERVATION,"[""continuous presence"", ""detector-supported fragment presence""]",runtime-visible shell presence in 23 SAR frames,False,False
TERGOE_BA6F79E5229E38E9FE42,TERGS_190792243168018C6692,R02ZF,OBSERVATION_DEATH_HYPOTHESIS,R02ZF_REUSED_R02ZF_PERSON018,493,494,SET_VALUED,"[""scene exit"", ""detector loss"", ""fragment end""]",last runtime-visible observation of fragment,False,False
TERGOE_38152A134290D802F2B4,TERGS_1BB7B9183580C17A201F,R02ZF,OBSERVATION_PRESENCE_INTERVAL,R02ZF_REUSED_R02ZF_PERSON017,490,494,INTERVAL_OBSERVATION,"[""continuous presence"", ""detector-supported fragment presence""]",runtime-visible shell presence in 5 SAR frames,False,False
TERGOE_7900D135AF44D905AAB1,TERGS_1BB7B9183580C17A201F,R02ZF,OBSERVATION_PRESENCE_INTERVAL,R02ZF_REUSED_R02ZF_PERSON018,490,494,INTERVAL_OBSERVATION,"[""continuous presence"", ""detector-supported fragment presence""]",runtime-visible shell presence in 5 SAR frames,False,False
TERGOE_E2963B13D22514B3D77D,TERGS_1BB7B9183580C17A201F,R02ZF,OBSERVATION_PRESENCE_INTERVAL,R02ZF_REUSED_R02ZF_PERSON021,490,494,INTERVAL_OBSERVATION,"[""continuous presence"", ""detector-supported fragment presence""]",runtime-visible shell presence in 5 SAR frames,False,False
TERGOE_5FA0027F8ADE5C84ED06,TERGS_1BB7B9183580C17A201F,R02ZF,OBSERVATION_PRESENCE_INTERVAL,R02ZF_REUSED_R02ZF_PERSON024,490,494,INTERVAL_OBSERVATION,"[""continuous presence"", ""detector-supported fragment presence""]",runtime-visible shell presence in 5 SAR frames,False,False
TERGOE_0DED5DC8483BDE286DA8,TERGS_1BB7B9183580C17A201F,R02ZF,PAIR_GAP_APPROACH_TENDENCY_DESCRIPTOR,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON021,490,494,CONTINUOUS_SIGN_DESCRIPTOR_NO_FITTED_THRESHOLD,"[""angular support gap trend"", ""camera projection trend"", ""bbox deformation""]",endpoint interval gap changes from 6.1768 to 4.2977 deg,False,False
TERGOE_B5D8D33341B38472B4CF,TERGS_1BB7B9183580C17A201F,R02ZF,PAIR_GAP_APPROACH_TENDENCY_DESCRIPTOR,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON024,490,494,CONTINUOUS_SIGN_DESCRIPTOR_NO_FITTED_THRESHOLD,"[""angular support gap trend"", ""camera projection trend"", ""bbox deformation""]",endpoint interval gap changes from 13.5436 to 11.0816 deg,False,False
TERGOE_150B02D741C1BB516BE1,TERGS_1BB7B9183580C17A201F,R02ZF,PAIR_GAP_APPROACH_TENDENCY_DESCRIPTOR,R02ZF_REUSED_R02ZF_PERSON018;R02ZF_REUSED_R02ZF_PERSON021,490,494,CONTINUOUS_SIGN_DESCRIPTOR_NO_FITTED_THRESHOLD,"[""angular support gap trend"", ""camera projection trend"", ""bbox deformation""]",endpoint interval gap changes from 9.3454 to 7.4286 deg,False,False
TERGOE_CD06C301316517B96711,TERGS_1BB7B9183580C17A201F,R02ZF,PAIR_GAP_APPROACH_TENDENCY_DESCRIPTOR,R02ZF_REUSED_R02ZF_PERSON018;R02ZF_REUSED_R02ZF_PERSON024,490,494,CONTINUOUS_SIGN_DESCRIPTOR_NO_FITTED_THRESHOLD,"[""angular support gap trend"", ""camera projection trend"", ""bbox deformation""]",endpoint interval gap changes from 16.7123 to 14.2125 deg,False,False
TERGOE_9108969682EA47E31E86,TERGS_1BB7B9183580C17A201F,R02ZF,PAIR_GAP_APPROACH_TENDENCY_DESCRIPTOR,R02ZF_REUSED_R02ZF_PERSON021;R02ZF_REUSED_R02ZF_PERSON024,490,494,CONTINUOUS_SIGN_DESCRIPTOR_NO_FITTED_THRESHOLD,"[""angular support gap trend"", ""camera projection trend"", ""bbox deformation""]",endpoint interval gap changes from 0.3720 to 0.3547 deg,False,False
TERGOE_F28A03645E810DE6DC7A,TERGS_1BB7B9183580C17A201F,R02ZF,PAIR_GAP_SEPARATION_TENDENCY_DESCRIPTOR,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON018,490,494,CONTINUOUS_SIGN_DESCRIPTOR_NO_FITTED_THRESHOLD,"[""angular support gap trend"", ""camera projection trend"", ""bbox deformation""]",endpoint interval gap changes from 0.6136 to 0.6391 deg,False,False
TERGOE_C7178083C5F22F1564F3,TERGS_1BB7B9183580C17A201F,R02ZF,RELATIVE_ORDER_STABLE,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON018,490,494,DEFINITE_INTERVAL_ORDER,"[""A_LEFT_OF_B""]",raw optical angular intervals remain disjoint with stable order,False,False
TERGOE_AE43CDBD956F0ECB6F72,TERGS_1BB7B9183580C17A201F,R02ZF,RELATIVE_ORDER_STABLE,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON021,490,494,DEFINITE_INTERVAL_ORDER,"[""A_RIGHT_OF_B""]",raw optical angular intervals remain disjoint with stable order,False,False
TERGOE_6FBB1989CBDADC2CE644,TERGS_1BB7B9183580C17A201F,R02ZF,RELATIVE_ORDER_STABLE,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON024,490,494,DEFINITE_INTERVAL_ORDER,"[""A_RIGHT_OF_B""]",raw optical angular intervals remain disjoint with stable order,False,False
TERGOE_88F454C44C0B8340366B,TERGS_1BB7B9183580C17A201F,R02ZF,RELATIVE_ORDER_STABLE,R02ZF_REUSED_R02ZF_PERSON018;R02ZF_REUSED_R02ZF_PERSON021,490,494,DEFINITE_INTERVAL_ORDER,"[""A_RIGHT_OF_B""]",raw optical angular intervals remain disjoint with stable order,False,False
TERGOE_3300BA674142A223C734,TERGS_1BB7B9183580C17A201F,R02ZF,RELATIVE_ORDER_STABLE,R02ZF_REUSED_R02ZF_PERSON018;R02ZF_REUSED_R02ZF_PERSON024,490,494,DEFINITE_INTERVAL_ORDER,"[""A_RIGHT_OF_B""]",raw optical angular intervals remain disjoint with stable order,False,False
TERGOE_381A990AC20C42125F70,TERGS_1BB7B9183580C17A201F,R02ZF,RELATIVE_ORDER_STABLE,R02ZF_REUSED_R02ZF_PERSON021;R02ZF_REUSED_R02ZF_PERSON024,490,494,DEFINITE_INTERVAL_ORDER,"[""A_RIGHT_OF_B""]",raw optical angular intervals remain disjoint with stable order,False,False
TERGOE_F371EDEE535B06ADBE80,TERGS_1BB7B9183580C17A201F,R02ZF,OBSERVATION_DEATH_HYPOTHESIS,R02ZF_REUSED_R02ZF_PERSON017,493,494,SET_VALUED,"[""scene exit"", ""detector loss"", ""fragment end""]",last runtime-visible observation of fragment,False,False
TERGOE_80E3F765479F76DD640A,TERGS_1BB7B9183580C17A201F,R02ZF,OBSERVATION_DEATH_HYPOTHESIS,R02ZF_REUSED_R02ZF_PERSON018,493,494,SET_VALUED,"[""scene exit"", ""detector loss"", ""fragment end""]",last runtime-visible observation of fragment,False,False
TERGOE_76A2E788E67EBAA69503,TERGS_1BB7B9183580C17A201F,R02ZF,OBSERVATION_DEATH_HYPOTHESIS,R02ZF_REUSED_R02ZF_PERSON021,493,494,SET_VALUED,"[""scene exit"", ""detector loss"", ""fragment end""]",last runtime-visible observation of fragment,False,False
TERGOE_FC43FBF2FC6AA5528252,TERGS_1BB7B9183580C17A201F,R02ZF,OBSERVATION_DEATH_HYPOTHESIS,R02ZF_REUSED_R02ZF_PERSON024,493,494,SET_VALUED,"[""scene exit"", ""detector loss"", ""fragment end""]",last runtime-visible observation of fragment,False,False
TERGOE_BB4D98BD8439D3C44899,TERGS_38238A43231066968F66,R02ZF,OBSERVATION_BIRTH_HYPOTHESIS,R02ZF_REUSED_R02ZF_PERSON021,481,482,SET_VALUED,"[""scene entry"", ""detector birth"", ""fragment start""]",first runtime-visible observation of fragment,False,False
TERGOE_2687C46A13B31B6A6403,TERGS_38238A43231066968F66,R02ZF,OBSERVATION_PRESENCE_INTERVAL,R02ZF_REUSED_R02ZF_PERSON018,481,494,INTERVAL_OBSERVATION,"[""continuous presence"", ""detector-supported fragment presence""]",runtime-visible shell presence in 14 SAR frames,False,False
TERGOE_692F815FA5D3F4F13396,TERGS_38238A43231066968F66,R02ZF,OBSERVATION_PRESENCE_INTERVAL,R02ZF_REUSED_R02ZF_PERSON021,481,494,INTERVAL_OBSERVATION,"[""continuous presence"", ""detector-supported fragment presence""]",runtime-visible shell presence in 14 SAR frames,False,False
TERGOE_8CE9449A409862D9C885,TERGS_38238A43231066968F66,R02ZF,PAIR_GAP_APPROACH_TENDENCY_DESCRIPTOR,R02ZF_REUSED_R02ZF_PERSON018;R02ZF_REUSED_R02ZF_PERSON021,481,494,CONTINUOUS_SIGN_DESCRIPTOR_NO_FITTED_THRESHOLD,"[""angular support gap trend"", ""camera projection trend"", ""bbox deformation""]",endpoint interval gap changes from 14.4752 to 7.4286 deg,False,False
TERGOE_1BF85AAEC2932FEFF3FE,TERGS_38238A43231066968F66,R02ZF,RELATIVE_ORDER_STABLE,R02ZF_REUSED_R02ZF_PERSON018;R02ZF_REUSED_R02ZF_PERSON021,481,494,DEFINITE_INTERVAL_ORDER,"[""A_RIGHT_OF_B""]",raw optical angular intervals remain disjoint with stable order,False,False
TERGOE_B49AA2BBE03022D29A02,TERGS_38238A43231066968F66,R02ZF,OBSERVATION_DEATH_HYPOTHESIS,R02ZF_REUSED_R02ZF_PERSON018,493,494,SET_VALUED,"[""scene exit"", ""detector loss"", ""fragment end""]",last runtime-visible observation of fragment,False,False
TERGOE_60A90AAF64F5554A3B2E,TERGS_38238A43231066968F66,R02ZF,OBSERVATION_DEATH_HYPOTHESIS,R02ZF_REUSED_R02ZF_PERSON021,493,494,SET_VALUED,"[""scene exit"", ""detector loss"", ""fragment end""]",last runtime-visible observation of fragment,False,False
TERGOE_2FD6AAACED87805F5586,TERGS_406E06BEE8B19831E091,R02ZF,OBSERVATION_PRESENCE_INTERVAL,R02ZF_REUSED_R02ZF_PERSON017,487,494,INTERVAL_OBSERVATION,"[""continuous presence"", ""detector-supported fragment presence""]",runtime-visible shell presence in 8 SAR frames,False,False
TERGOE_9EAD7636DCC03E56B2EB,TERGS_406E06BEE8B19831E091,R02ZF,OBSERVATION_PRESENCE_INTERVAL,R02ZF_REUSED_R02ZF_PERSON018,487,494,INTERVAL_OBSERVATION,"[""continuous presence"", ""detector-supported fragment presence""]",runtime-visible shell presence in 8 SAR frames,False,False
TERGOE_75FF5798B25D6644D42B,TERGS_406E06BEE8B19831E091,R02ZF,OBSERVATION_PRESENCE_INTERVAL,R02ZF_REUSED_R02ZF_PERSON021,487,494,INTERVAL_OBSERVATION,"[""continuous presence"", ""detector-supported fragment presence""]",runtime-visible shell presence in 8 SAR frames,False,False
TERGOE_2399E2D96C2F0ACA3B6F,TERGS_406E06BEE8B19831E091,R02ZF,OBSERVATION_PRESENCE_INTERVAL,R02ZF_REUSED_R02ZF_PERSON023,487,489,INTERVAL_OBSERVATION,"[""continuous presence"", ""detector-supported fragment presence""]",runtime-visible shell presence in 3 SAR frames,False,False
TERGOE_F842471EBADE5FC05E24,TERGS_406E06BEE8B19831E091,R02ZF,PAIR_GAP_APPROACH_TENDENCY_DESCRIPTOR,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON018,487,494,CONTINUOUS_SIGN_DESCRIPTOR_NO_FITTED_THRESHOLD,"[""angular support gap trend"", ""camera projection trend"", ""bbox deformation""]",endpoint interval gap changes from 0.6487 to 0.6391 deg,False,False
TERGOE_EB9D0DEBD3055EE720DE,TERGS_406E06BEE8B19831E091,R02ZF,PAIR_GAP_APPROACH_TENDENCY_DESCRIPTOR,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON021,487,494,CONTINUOUS_SIGN_DESCRIPTOR_NO_FITTED_THRESHOLD,"[""angular support gap trend"", ""camera projection trend"", ""bbox deformation""]",endpoint interval gap changes from 8.3368 to 4.2977 deg,False,False
TERGOE_555EA7A75DACC1331A55,TERGS_406E06BEE8B19831E091,R02ZF,PAIR_GAP_APPROACH_TENDENCY_DESCRIPTOR,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON023,487,489,CONTINUOUS_SIGN_DESCRIPTOR_NO_FITTED_THRESHOLD,"[""angular support gap trend"", ""camera projection trend"", ""bbox deformation""]",endpoint interval gap changes from 14.7108 to 13.7968 deg,False,False
TERGOE_2BC50A69C8A58E0F490F,TERGS_406E06BEE8B19831E091,R02ZF,PAIR_GAP_APPROACH_TENDENCY_DESCRIPTOR,R02ZF_REUSED_R02ZF_PERSON018;R02ZF_REUSED_R02ZF_PERSON021,487,494,CONTINUOUS_SIGN_DESCRIPTOR_NO_FITTED_THRESHOLD,"[""angular support gap trend"", ""camera projection trend"", ""bbox deformation""]",endpoint interval gap changes from 11.5486 to 7.4286 deg,False,False
TERGOE_2822C9752E7886B1E526,TERGS_406E06BEE8B19831E091,R02ZF,PAIR_GAP_APPROACH_TENDENCY_DESCRIPTOR,R02ZF_REUSED_R02ZF_PERSON018;R02ZF_REUSED_R02ZF_PERSON023,487,489,CONTINUOUS_SIGN_DESCRIPTOR_NO_FITTED_THRESHOLD,"[""angular support gap trend"", ""camera projection trend"", ""bbox deformation""]",endpoint interval gap changes from 17.9227 to 16.9289 deg,False,False
